"Item Id","Sold Date","Canceled Date","Completed Date","Item Title","Order Status","Shipped to State","Shipped from State","Item Price","Buyer Shipping Fee","Seller Shipping Fee","Mercari Selling Fee","Payment Processing Fee Charged To Seller","Shipping Adjustment Fee","Penalty Fee","Net Seller Proceeds","Sales Tax Charged to Buyer","Merchant Fees Charged to Buyer","Service Fee Charged to Buyer","Buyer Protection Charged to Buyer","Payment Processing Fee Charged to Buyer"
"m99247124682","07/06/2025","","07/12/2025","Meovv Sooin My eyes open wide album Grill ver. photocard pc","Completed","Illinois","Virginia","4.00","0.73","0.00","0.47","0.00","0.00","0.00","3.53","0.44","0.00","0.00","0.17","0.00"
"m36519074594","07/06/2025","","07/15/2025","FREE SHIPPING Aespa Dirty Work Album Dirty Case","Completed","California","Virginia","9.00","0.00","0.00","0.90","0.00","0.00","0.00","8.10","1.00","0.00","0.00","0.32","0.00"
"m12409068884","07/06/2025","","07/14/2025","Aespa Ningning Dirty Work Case Version Official Photocard","Completed","California","Virginia","8.00","0.73","0.00","0.87","0.00","0.00","0.00","7.13","0.85","0.00","0.00","0.31","0.00"
"m59520697453","07/07/2025","","07/15/2025","Aespa Dirty Work Album Dirty Case","Completed","California","Virginia","4.00","4.99","0.00","0.89","0.00","0.00","0.00","3.11","0.46","0.00","0.00","0.32","0.00"
"m29538380023","07/07/2025","","07/25/2025","TXT The Star Chapter: Sanctuary Soobin photocard Savior ver","Completed","Pennsylvania","Virginia","6.00","0.73","0.00","0.67","0.00","0.00","0.00","5.33","0.42","0.00","0.00","0.24","0.00"
"m32918350184","07/08/2025","","07/18/2025","MEOVV Gawon My Eyes Open Wide barnes and noble exclusive photocard","Completed","New Mexico","Virginia","20.00","0.73","0.00","2.07","0.00","0.00","0.00","17.93","1.64","0.00","0.00","0.74","0.00"
"m17891024075","07/09/2025","07/10/2025","","Aespa Dirty Work Album Dirty Case","Cancelled","Florida","Virginia","4.00","4.99","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m76123246252","07/10/2025","","07/15/2025","Aespa Karina Dirty Work Dirty Case Version Official Photocard","Completed","New York","Virginia","8.00","0.73","0.00","0.87","0.00","0.00","0.00","7.13","0.80","0.00","0.00","0.31","0.00"
"m65554045065","07/10/2025","","07/18/2025","Meovv Sooin My eyes open wide album Grill ver. photocard pc","Completed","Colorado","Virginia","4.00","0.73","0.00","0.47","0.00","0.00","0.00","3.53","0.73","0.00","0.00","0.17","0.00"
"m73539218082","07/10/2025","07/10/2025","","Aespa Giselle Dirty Work Case Version Official Photocard Set","Cancelled","Oregon","Virginia","12.00","0.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m73539218082","07/10/2025","","07/18/2025","Aespa Giselle Dirty Work Case Version Official Photocard Set","Completed","Oregon","Virginia","12.00","0.73","0.00","1.27","0.00","0.00","0.00","10.73","0.00","0.00","0.00","0.45","0.00"
"m17891024075","07/10/2025","","07/23/2025","Aespa Dirty Work Album Dirty Case","Completed","Alabama","Virginia","3.80","4.99","0.00","0.87","0.00","0.00","0.00","2.93","0.17","0.00","0.00","0.31","0.00"
"m61003401687","07/13/2025","08/27/2025","","Aespa Dirty Work Album Dirty Case","Cancelled","California","Virginia","4.00","4.99","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m62598280802","07/21/2025","07/24/2025","","Txt Soobin Sanctuary Knight photocard + license photocard","Cancelled","Arizona","Virginia","12.00","0.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m69457299345","07/24/2025","","09/04/2025","Seventeen happy burstday Dino album photocard pc","Completed","Oklahoma","Virginia","4.00","0.73","0.00","0.47","0.00","0.00","0.00","3.53","0.40","0.00","0.00","0.17","0.00"
"m63817834557","07/26/2025","","08/29/2025","Meovv Sooin My eyes open wide album Grill ver. photocard pc","Completed","New York","Virginia","2.70","0.73","0.00","0.34","0.00","0.00","0.00","2.36","0.32","0.00","0.00","0.12","0.00"
"m50050284693","07/26/2025","","08/29/2025","Meovv Sooin My eyes open wide album Grill ver. photocard pc","Completed","New York","Virginia","3.00","0.73","0.00","0.37","0.00","0.00","0.00","2.63","0.34","0.00","0.00","0.13","0.00"
"m39075887985","07/27/2025","","08/31/2025","AUTHENTIC POPMART THE MONSTER LABUBU EXCITING MACARON - SOYMILK","Completed","Florida","Virginia","55.00","0.00","0.00","5.50","0.00","0.00","0.00","49.50","3.99","0.00","0.00","1.98","0.00"
"m76636803710","07/29/2025","09/12/2025","","TXT The Star Chapter: Sanctuary Yeonjun photocard Savior ver","Cancelled","California","Virginia","3.82","0.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m44366008111","07/29/2025","","09/07/2025","IVE Yujin MINE Soundwave 10.0 Daejeon POB Official Photocard","Completed","Washington","Virginia","6.30","0.73","0.00","0.70","0.00","0.00","0.00","5.60","0.75","0.00","0.00","0.25","0.00"
"m59702046067","07/31/2025","","08/29/2025","TXT Yeonjun Savior Sanctuary Ice Piece Card","Completed","Alabama","Virginia","2.50","0.73","0.00","0.32","0.00","0.00","0.00","2.18","0.11","0.00","0.00","0.11","0.00"
"m58788053220","07/31/2025","","09/06/2025","Kickflip amaru mini1 offline lucky draw photocard","Completed","Oklahoma","Virginia","5.70","0.73","0.00","0.64","0.00","0.00","0.00","5.06","0.57","0.00","0.00","0.23","0.00"
"m50924140164","08/02/2025","","09/03/2025","Kickflip kyehoon mini1 album pb photocard","Completed","Texas","Virginia","4.00","0.73","0.00","0.47","0.00","0.00","0.00","3.53","0.40","0.00","0.00","0.17","0.00"
"m92429137900","08/04/2025","","09/03/2025","IVE Leeseo MINE Soundwave 10.0 Daejeon POB Official Photocard","Completed","Washington","Virginia","9.00","0.73","0.00","0.97","0.00","0.00","0.00","8.03","1.04","0.00","0.00","0.35","0.00"
"m92460217557","08/04/2025","","09/03/2025","Bundle for dlipdlop","Completed","California","Virginia","21.50","0.73","0.00","2.22","0.00","0.00","0.00","19.28","1.73","0.00","0.00","0.80","0.00"
"m78713783765","08/07/2025","","09/03/2025","Kickflip kyehoon mini1 album pb photocard pob","Completed","Texas","Virginia","5.00","0.73","0.00","0.57","0.00","0.00","0.00","4.43","0.49","0.00","0.00","0.20","0.00"
"m43497599498","08/08/2025","","09/02/2025","ILLIT Yunah Star Bomb Ver. Album Photocard","Completed","Oklahoma","Virginia","4.50","0.73","0.00","0.52","0.00","0.00","0.00","3.98","0.28","0.00","0.00","0.18","0.00"
"m93436150093","08/08/2025","","09/08/2025","Kickflip juwang mini1 offline lucky draw photocard","Completed","Louisiana","Virginia","9.00","0.73","0.00","0.97","0.00","0.00","0.00","8.03","1.11","0.00","0.00","0.35","0.00"
"m47514557606","08/17/2025","","08/29/2025","ITZY Cheshire Soundwave Ryujin Yuna 2shin couple Unit POB","Completed","Michigan","Virginia","14.00","0.73","0.00","1.47","0.00","0.00","0.00","12.53","0.87","0.00","0.00","0.53","0.00"
"m59318617188","08/17/2025","","08/31/2025","Seventeen Jun Always Yours wvsjp Weverse POB photocard Japan Album junhui","Completed","Pennsylvania","Virginia","10.00","0.73","0.00","1.07","0.00","0.00","0.00","8.93","0.67","0.00","0.00","0.38","0.00"
"m91167487481","08/17/2025","","08/28/2025","FREE SHIPPING Aespa Dirty Work Album Dirty Case","Completed","Washington","Virginia","9.00","0.00","0.00","0.90","0.00","0.00","0.00","8.10","0.96","0.00","0.00","0.32","0.00"
"m72393751425","08/18/2025","","09/02/2025","Kickflip donghyeon mini1 album pb photocard set","Completed","Colorado","Virginia","10.00","0.73","0.00","1.07","0.00","0.00","0.00","8.93","1.30","0.00","0.00","0.38","0.00"
"m70774256067","08/24/2025","","08/30/2025","for lizferdus","Completed","California","Virginia","27.00","0.74","0.00","2.77","0.00","0.00","0.00","24.23","2.94","0.00","0.00","0.99","0.00"
"m90247362993","08/25/2025","","08/31/2025","Authentic Popmart Lazy yoga labubu blind box little bird","Completed","North Carolina","Virginia","25.00","4.59","0.00","2.95","0.00","0.00","0.00","22.05","2.22","0.00","0.00","1.06","0.00"
"m72439168637","08/25/2025","","08/30/2025","say my name hitomi jumpup fansign photocard jp round 4 pob","Completed","Hawaii","Virginia","16.00","0.73","0.00","1.67","0.00","0.00","0.00","14.33","0.78","0.00","0.00","0.60","0.00"
"m10012882714","08/25/2025","","09/02/2025","hearts2hearts ian The Chase Music Art musicart fansign photocard pc","Completed","Pennsylvania","Virginia","25.00","0.74","0.00","2.57","0.00","0.00","0.00","22.43","2.13","0.00","0.00","0.92","0.00"
"m98840505834","08/26/2025","","09/02/2025","hearts2hearts Ian The Chase interAsia fansign photocard pc","Completed","Texas","Virginia","28.00","0.74","0.00","2.87","0.00","0.00","0.00","25.13","2.46","0.00","0.00","1.03","0.00"
"m61781929593","08/26/2025","","09/03/2025","illit Minju mini3 bomb weverse shop pob studio choom photocard pc","Completed","Oregon","Virginia","15.00","0.74","0.00","1.57","0.00","0.00","0.00","13.43","0.00","0.00","0.00","0.56","0.00"
"b23569342298","08/26/2025","","09/05/2025","Bundle for sakurabiased","Completed","New York","Virginia","10.00","4.79","0.00","1.47","0.00","0.00","0.00","8.53","1.36","0.00","0.00","0.53","0.00"
"m17833620240","08/26/2025","","09/02/2025","hearts2hearts Yeon The Chase interAsia fansign photocard pc","Completed","Ohio","Virginia","15.00","0.74","0.00","1.57","0.00","0.00","0.00","13.43","1.30","0.00","0.00","0.56","0.00"
"m85087846340","08/27/2025","","09/02/2025","Enhypen Jake Desire:Unleash Make Version Album Photocard pc","Completed","New York","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.74","0.00","0.00","0.31","0.00"
"m34188182802","08/27/2025","","09/02/2025","Enhypen Sunoo Desire Unleash You Version Album Photocard pc","Completed","Georgia","Virginia","6.00","0.74","0.00","0.67","0.00","0.00","0.00","5.33","0.49","0.00","0.00","0.24","0.00"
"m56667148947","08/27/2025","","09/02/2025","Enhypen Jake Desire:Unleash Make Version Album Photocard pc","Completed","Louisiana","Virginia","9.00","0.74","0.00","0.97","0.00","0.00","0.00","8.03","0.93","0.00","0.00","0.35","0.00"
"m28499094149","08/27/2025","","09/02/2025","Enhypen Jake Desire:Unleash Make Version Album Photocard pc","Completed","Connecticut","Virginia","10.00","0.74","0.00","1.07","0.00","0.00","0.00","8.93","0.71","0.00","0.00","0.38","0.00"
"m43675088173","08/27/2025","","09/02/2025","illit Iroha mini3 bomb weverse shop pob studio choom photocard pc","Completed","Tennessee","Virginia","15.00","0.74","0.00","1.57","0.00","0.00","0.00","13.43","1.59","0.00","0.00","0.56","0.00"
"m69781231533","08/28/2025","","09/17/2025","Enhypen Ni-ki Desire:Unleash Make Version Album Photocard pc","Completed","Wisconsin","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.71","0.00","0.00","0.31","0.00"
"b75269941769","08/28/2025","","09/06/2025","Bundle for mytreasure.sales","Completed","California","Virginia","22.00","4.79","0.00","2.67","0.00","0.00","0.00","19.33","1.78","0.00","0.00","0.96","0.00"
"m48136257508","08/28/2025","","09/04/2025","Kiiikiii Jiyu Photocard Ungut Gem Apple Music pob pc","Completed","Oregon","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.00","0.00","0.00","0.31","0.00"
"m41774406522","08/28/2025","","09/02/2025","txt ppulbatu hueningk selfie pc + hhm nya ring pc offline merch photocard set","Completed","Indiana","Virginia","15.00","0.73","0.00","1.57","0.00","0.00","0.00","13.43","1.14","0.00","0.00","0.56","0.00"
"m57275465341","08/28/2025","","09/02/2025","Kiiikiii Haum Photocard Ungut Gem Apple Music pob pc","Completed","North Carolina","Virginia","12.00","0.74","0.00","1.27","0.00","0.00","0.00","10.73","0.92","0.00","0.00","0.45","0.00"
"m74771020570","08/28/2025","","09/06/2025","Enhypen Jake desire : unleash kakaotalk kkt pre-order benefit pob photocard","Completed","Washington","Virginia","20.00","0.74","0.00","2.07","0.00","0.00","0.00","17.93","2.22","0.00","0.00","0.74","0.00"
"m42693332099","08/29/2025","08/29/2025","","Enhypen niki ni-ki desire : unleash weverse global pob photocard","Cancelled","New York","Virginia","15.00","0.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m88573056629","08/29/2025","","09/09/2025","Hoshi x Woozi HW Woozi fancon WARNING zone cards photocard set pc","Completed","Florida","Virginia","23.00","0.74","0.00","2.37","0.00","0.00","0.00","20.63","1.84","0.00","0.00","0.85","0.00"
"m32128097885","08/29/2025","","09/02/2025","Enhypen Jake Desire:Unleash Make Version Album Photocard pc desire unleash","Completed","New York","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.80","0.00","0.00","0.31","0.00"
"m88353632034","08/29/2025","","09/03/2025","Kiiikiii Jiyu Photocard Ungut Gem K4 Ktown4u fansign photocard pc","Completed","Massachusetts","Virginia","6.50","0.74","0.00","0.72","0.00","0.00","0.00","5.78","0.42","0.00","0.00","0.26","0.00"
"m68866880069","08/29/2025","","09/02/2025","Enhypen Jay Desire:Unleash Make Version Album Photocard pc","Completed","Texas","Virginia","5.00","0.74","0.00","0.57","0.00","0.00","0.00","4.43","0.43","0.00","0.00","0.20","0.00"
"m14128977247","08/29/2025","","09/02/2025","Illit official Merch Moka Plush Keyring FULL SET","Completed","Illinois","Virginia","65.00","4.79","0.00","6.97","0.00","0.00","0.00","58.03","7.77","0.00","0.00","2.51","0.00"
"m28293657707","08/29/2025","","09/09/2025","Illit Moka mini2 I'LL LIKE YOU BETWEEN ver. Album Photocard pc","Completed","California","Virginia","4.00","0.74","0.00","0.47","0.00","0.00","0.00","3.53","0.36","0.00","0.00","0.17","0.00"
"m91397587011","08/29/2025","","10/07/2025","Enhypen Jay desire : unleash kakaotalk kkt pre-order benefit pob photocard","Completed","Mississippi","Virginia","12.00","0.74","0.00","1.27","0.00","0.00","0.00","10.73","0.92","0.00","0.00","0.45","0.00"
"m43791940486","08/29/2025","","09/07/2025","Enhypen Jake Desire Unleash You Version Album Photocard pc","Completed","California","Virginia","10.00","0.74","0.00","1.07","0.00","0.00","0.00","8.93","0.80","0.00","0.00","0.38","0.00"
"m25112980815","08/30/2025","","09/08/2025","seventeen dk 2024 Weverse concert festival offline lucky draw photocard","Completed","Massachusetts","Virginia","65.00","4.79","0.00","6.97","0.00","0.00","0.00","58.03","4.22","0.00","0.00","2.51","0.00"
"m33414469842","08/30/2025","","09/05/2025","Bundle for dancing alone","Completed","South Carolina","Virginia","123.30","4.59","0.00","12.78","0.00","0.00","0.00","110.52","9.27","0.00","0.00","4.60","0.00"
"m74296007275","08/30/2025","","09/07/2025","TXT Hueningkai Sanctuary Counting Stars Fansign Photocard pc","Completed","California","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.81","0.00","0.00","0.31","0.00"
"m80520168217","08/30/2025","","09/07/2025","TXT Yeonjun Sanctuary Counting Stars Fansign Photocard pc","Completed","California","Virginia","15.00","0.74","0.00","1.57","0.00","0.00","0.00","13.43","1.63","0.00","0.00","0.56","0.00"
"m33579146149","08/30/2025","","09/09/2025","ifeye ERLU BLUE Rahee makestar fansign photocard","Completed","Florida","Virginia","15.00","0.74","0.00","1.57","0.00","0.00","0.00","13.43","1.06","0.00","0.00","0.56","0.00"
"m41208901566","08/30/2025","","09/06/2025","ifeye ERLU BLUE Hwayeon makestar fansign photocard","Completed","Wisconsin","Virginia","12.00","0.74","0.00","1.27","0.00","0.00","0.00","10.73","0.73","0.00","0.00","0.45","0.00"
"m69161878720","08/30/2025","","09/07/2025","ifeye ERLU BLUE Meu makestar fansign photocard","Completed","California","Virginia","12.00","0.74","0.00","1.27","0.00","0.00","0.00","10.73","1.09","0.00","0.00","0.45","0.00"
"m26946432457","08/30/2025","","09/09/2025","ifeye ERLU BLUE Taerin makestar fansign photocard","Completed","Pennsylvania","Virginia","15.00","0.74","0.00","1.57","0.00","0.00","0.00","13.43","0.98","0.00","0.00","0.56","0.00"
"m80549382328","08/30/2025","","09/12/2025","TXT Yeonjun Love Language Japan Weverse Shop Exclusive Photocard pc","Completed","Washington","Virginia","22.00","0.74","0.00","2.27","0.00","0.00","0.00","19.73","2.43","0.00","0.00","0.81","0.00"
"m36767355908","08/31/2025","","09/08/2025","ILLIT Yunah Star Bomb Ver. Album Photocard","Completed","Michigan","Virginia","4.50","0.74","0.00","0.52","0.00","0.00","0.00","3.98","0.28","0.00","0.00","0.18","0.00"
"m87131623604","08/31/2025","","09/06/2025","hearts2hearts Jiwoo Style mubeat lucky draw photocard pc","Completed","South Carolina","Virginia","18.00","0.74","0.00","1.87","0.00","0.00","0.00","16.13","1.55","0.00","0.00","0.67","0.00"
"b69720020998","08/31/2025","","09/05/2025","Bundle for lilycovecollectibles","Completed","California","Virginia","26.00","4.79","0.00","3.07","0.00","0.00","0.00","22.93","2.61","0.00","0.00","1.10","0.00"
"m55916457146","08/31/2025","","09/07/2025","Enhypen Niki desire : unleash kakaotalk kkt pre-order benefit pob photocard","Completed","New York","Virginia","15.00","0.74","0.00","1.57","0.00","0.00","0.00","13.43","1.43","0.00","0.00","0.56","0.00"
"b27193016334","08/31/2025","08/31/2025","","Bundle for shin.rengo","Cancelled","California","Virginia","26.00","4.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m54472919361","08/31/2025","","09/05/2025","List for same day shipping","Completed","Virginia","Virginia","83.50","4.59","0.00","8.80","0.00","0.00","0.00","74.70","5.20","0.00","0.00","3.17","0.00"
"m15557052296","08/31/2025","08/31/2025","","Meovv Gawon My Eyes Open Vvide Ktown4u Studio Choom photobook ver photocard POB","Cancelled","South Carolina","Virginia","8.00","0.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m15557052296","09/01/2025","","09/06/2025","Meovv Gawon My Eyes Open Vvide Ktown4u Studio Choom photobook ver photocard POB","Completed","South Carolina","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.54","0.00","0.00","0.31","0.00"
"m56973066285","09/01/2025","","09/06/2025","Enhypen Jungwon Desire Unleash You Version Album Photocard pc","Completed","New Jersey","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.60","0.00","0.00","0.31","0.00"
"m22700378279","09/01/2025","","09/07/2025","Enhypen Sunghoon desire : unleash weverse pob photocard","Completed","California","Virginia","15.00","0.74","0.00","1.57","0.00","0.00","0.00","13.43","1.67","0.00","0.00","0.56","0.00"
